NODE_10282_length_8038_cov_8.268445	
NODE_102843_length_1785_cov_10.242775	
NODE_102853_length_1785_cov_5.993642	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum
NODE_10285_length_8037_cov_7.166249	Bacteria
NODE_102876_length_1785_cov_4.577457	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
NODE_102898_length_1785_cov_3.546821	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales
NODE_1028_length_1890_cov_2.710976	Bacteria;Actinobacteria;Actinobacteria
NODE_1028_length_30380_cov_7.709316	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae
NODE_102903_length_1785_cov_3.336994	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
NODE_102931_length_1784_cov_7.663389	
NODE_102934_length_1784_cov_6.395604	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum sp. ME-1
NODE_102955_length_1784_cov_4.407172	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rhodocyclaceae bacterium
NODE_10296_length_8031_cov_11.714017	Bacteria
NODE_102974_length_1784_cov_3.660497	Bacteria;Proteobacteria
NODE_10297_length_8031_cov_5.004137	
NODE_102_length_10370_cov_7.287866	Bacteria;Bacteroidetes
NODE_102_length_10930_cov_3.645812	
NODE_102_length_11827_cov_3.009362	
NODE_102_length_12783_cov_24.160318	
NODE_102_length_14092_cov_3.530218	
NODE_102_length_14138_cov_6.753360	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae
NODE_102_length_14944_cov_4.965830	Bacteria
NODE_102_length_20674_cov_11.318930	
NODE_102_length_2107_cov_6.300493	
NODE_102_length_2579_cov_2.394884	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Candidatus Methylopumilus;Candidatus Methylopumilus planktonicus
NODE_102_length_3479_cov_3.858319	
NODE_102_length_3797_cov_1.854301	
NODE_102_length_4521_cov_1.993474	Bacteria
NODE_102_length_4986_cov_1.828478	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae
NODE_102_length_5106_cov_3.500298	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae
NODE_102_length_547_cov_3.210638	Bacteria
NODE_102_length_5497_cov_5.076015	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
NODE_102_length_5779_cov_17.989127	
NODE_102_length_5820_cov_2.393037	
NODE_102_length_6142_cov_4.163232	
